Join Name With Year,index,Name With Year,Previous Year Games Played,Previous Year Games Started,Previous Year Minutes Per Game,Previous Year Field Goals Per Game,Previous Year Field Goal Attempts Per Game,Previous Year Field Goal Percentage,Previous Year 3 Point Field Goals Per Game,Previous Year 3 Point Field Goal Attempts Per Game,Previous Year 3 Point Field Goal Percentage,Previous Year 2 Point Field Goals Per Game,Previous Year 2 Point Field Goal Attempts Per Game,Previous Year 2 Point Field Goal Percentage,Previous Year Effective Field Goal Percentage,Previous Year Free Throw Makes Per Game,Previous Year Free Throw Attempts Per Game,Previous Year Free Throw Percentage,Previous Year Offensive Rebounds Per Game,Previous Year Defensive Rebounds Per Game,Previous Year Total Rebounds Per Game,Previous Year Assists Per Game,Previous Year Steals Per Game,Previous Year Blocks Per Game,Previous Year Turnovers Per Game,Previous Year Personal Fouls Per Game,Previous Year Points Per Game,Previous Year Team,Previous Year Playoff Team,Previous Year Semifinal Team,Previous Year Final Team,Previous Year Bottom 6 Team,Previous Year Total Minutes Played,Previous Year Player Efficiency Rating,Previous Year True Shooting Percentage,Previous Year 3 Point Attempt Rate,Previous Year Free Throw Attempt Rate,Previous Year Offensive Rebound Percentage,Previous Year Defensive Rebound Percentage,Previous Year Total Rebound Percentage,Previous Year Assist Percentage,Previous Year Steal Percentage,Previous Year Block Percentage,Previous Year Turnover Percentage,Previous Year Usage Percentage,Previous Year Offensive Win Shares,Previous Year Defensive Win Shares,Previous Year Win Shares,Previous Year Win Shares Per 48 Minutes,Previous Year Offensive Box Plus/Minus,Previous Year Defensive Box Plus/Minus,Previous Year Box Plus/Minus,Previous Year Value Over Replacement Player,Previous Year Salary,Age,Years In League,Salary Cap,Luxury Tax Line,Position,Previous Year Team With Year,Previous Year Total Team Payroll,Salary Sums,Team Cap Space,Total NBA Cap Space,Target Salary,Target Salary Percentage Cap,Target Salary Percentage Luxury,Maximum Salary,Name.x,Year.x,Date,Team,Name,Notes,Tears,Year,Achilles,ACL,Meniscus,Meniscus Sum,Achilles Sum,ACL Sum,Tear Sum,Meniscus/Achilles/ACL Sum
2010 Jarrett Jack,5,2009-10 Jarrett Jack,82.0,53.0,33.1,4.7,10.4,0.453,1.0,2.7,0.353,1.0,2.7,0.353,0.498,2.7,3.2,0.852,0.5,2.8,3.4,4.1,1.1,0.2,2.2,2.2,13.1,IND,0,0,0,0,2716.0,13.1,0.5539999999999999,0.259,0.308,1.8,9.5,5.6,18.6,1.6,0.5,16.0,18.5,2.3,1.8,4.1,0.073,0.0,-0.7,-0.7,0.9,2002623.0,25.0,4.0,57700000,69920000,PG,2008-09 IND,69668818.0,17978340.0,51690478.0,4634507665.0,4500000.0,0.0779896013864818,0.06435926773455378,13520500,Jarrett Jack,2010,,,,,,,,,,,,,,
2010 Jason Collins,30,2009-10 Jason Collins,31.0,22.0,13.6,0.7,2.3,0.314,0.0,0.0,,0.0,0.0,,0.314,0.4,0.9,0.464,0.9,1.4,2.3,0.4,0.3,0.4,0.4,2.4,1.8,MIN,0,0,0,0,422.0,3.3,0.34600000000000003,0.0,0.4,7.5,12.1,9.7,3.7,1.1,2.4,12.7,10.1,-0.4,0.3,-0.2,-0.018000000000000002,-5.7,0.9,-4.8,-0.3,6200000.0,30.0,8.0,57700000,69920000,C,2008-09 MIN,66445144.0,12513795.0,53931349.0,4634507665.0,1181803.0,0.020481854419410746,0.01690221681922197,16224600,Jason Collins,2010,,,,,,,,,,,,,,
2010 Jason Kidd,35,2009-10 Jason Kidd,81.0,81.0,35.6,3.2,7.6,0.416,1.6,4.0,0.406,1.6,4.0,0.406,0.522,1.1,1.3,0.8190000000000001,1.0,5.1,6.2,8.7,2.0,0.5,2.3,2.1,9.0,DAL,1,0,0,0,2886.0,16.9,0.55,0.523,0.17,3.4,16.4,9.9,34.7,2.9,1.0,21.8,13.5,4.6,3.9,8.5,0.141,2.3,2.3,4.5,4.7,21372000.0,35.0,15.0,57700000,69920000,SG,2008-09 DAL,95045559.0,23997119.0,71048440.0,4634507665.0,8000000.0,0.1386481802426343,0.11441647597254005,18928700,Jason Kidd,2010,,,,,,,,,,,,,,
2010 Joe Smith,57,2009-10 Joe Smith,57.0,3.0,19.3,2.7,5.8,0.468,0.1,0.1,0.429,0.1,0.1,0.429,0.473,1.0,1.4,0.72,1.6,3.1,4.6,0.7,0.3,0.7,0.4,2.1,6.6,CLE,1,1,0,0,411.0,14.8,0.534,0.026,0.243,10.8,17.8,14.5,6.2,0.9,2.7,7.3,15.8,0.7,0.7,1.4,0.168,-1.3,1.2,-0.1,0.2,4795000.0,33.0,14.0,57700000,69920000,PF,2008-09 CLE,91298233.0,29579480.0,61718753.0,4634507665.0,1306455.0,0.02264220103986135,0.0186849971395881,18928700,Joe Smith,2010,,,,,,,,,,,,,,
2010 Joel Anthony,18,2009-10 Joel Anthony,65.0,28.0,16.1,0.9,1.8,0.483,0.0,0.0,,0.0,0.0,,0.483,0.5,0.7,0.652,1.4,1.7,3.0,0.4,0.3,1.4,0.6,2.1,2.2,MIA,1,0,0,0,1048.0,9.3,0.521,0.0,0.39,10.1,12.4,11.2,3.7,1.0,7.2,22.9,8.0,0.4,1.4,1.7,0.079,-4.0,4.1,0.2,0.6,711517.0,26.0,2.0,57700000,69920000,C,2008-09 MIA,70297059.0,4527250.0,65769809.0,4634507665.0,825497.0,0.014306707105719237,0.011806307208237986,13520500,Joel Anthony,2010,,,,,,,,,,,,,,
2010 Johan Petro,40,2009-10 Johan Petro,49.0,22.0,11.4,1.5,3.6,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.3,0.6,0.552,0.9,2.4,3.2,0.3,0.4,0.3,0.6,2.2,3.3,DEN,1,1,0,0,217.0,6.4,0.434,0.016,0.222,8.3,25.0,16.9,7.1,0.7,3.6,15.8,16.9,-0.2,0.3,0.1,0.017,-6.3,0.7,-5.6,-0.2,1939893.0,23.0,4.0,57700000,69920000,C,2008-09 DEN,70121003.0,5012502.0,65108501.0,4634507665.0,884881.0,0.015335892547660311,0.012655620709382151,13520500,Johan Petro,2010,,,,,,,,,,,,,,
2010 Josh McRoberts,10,2009-10 Josh McRoberts,33.0,0.0,8.5,1.1,2.5,0.422,0.0,0.3,0.0,0.0,0.3,0.0,0.422,0.3,0.4,0.769,0.8,1.5,2.2,0.5,0.4,0.5,0.4,1.2,2.4,IND,0,0,0,0,279.0,12.5,0.451,0.12,0.157,10.2,19.1,14.6,8.4,2.1,4.3,11.9,15.7,0.0,0.4,0.4,0.073,-3.3,2.2,-1.1,0.1,711517.0,21.0,2.0,57700000,69920000,PF,2008-09 IND,69668818.0,17978340.0,51690478.0,4634507665.0,825497.0,0.014306707105719237,0.011806307208237986,13520500,Josh McRoberts,2010,,,,,,,,,,,,,,
2010 Juwan Howard,39,2009-10 Juwan Howard,42.0,2.0,11.2,1.8,3.5,0.51,0.0,0.0,,0.0,0.0,,0.51,0.5,0.8,0.6759999999999999,0.7,1.1,1.8,0.6,0.2,0.1,0.6,1.7,4.1,CHA,0,0,0,0,450.0,10.9,0.535,0.0,0.234,8.0,11.7,9.9,9.6,0.7,0.9,14.0,19.5,0.2,0.4,0.6,0.064,-2.9,-1.2,-4.2,-0.2,51976.0,35.0,15.0,57700000,69920000,PF,2008-09 CHA,62866926.0,6861719.0,56005207.0,4634507665.0,1306455.0,0.02264220103986135,0.0186849971395881,18928700,Juwan Howard,2010,,,,,,,,,,,,,,
2010 Keith Bogans,31,2009-10 Keith Bogans,65.0,15.0,19.6,1.8,5.0,0.3670000000000001,1.1,3.4,0.339,1.1,3.4,0.339,0.481,0.8,0.9,0.912,0.5,2.6,3.1,1.0,0.7,0.1,0.6,1.6,5.6,MIL,0,0,0,0,485.0,12.5,0.535,0.617,0.221,3.7,19.1,11.1,10.5,2.1,0.3,11.9,17.2,0.4,0.6,1.0,0.101,-0.1,-0.1,-0.2,0.2,2565000.0,28.0,6.0,57700000,69920000,SG,2008-09 MIL,71360656.0,7458084.0,63902572.0,4634507665.0,1033342.0,0.01790887348353553,0.01477891876430206,13520500,Keith Bogans,2010,,,,,,,,,,,,,,
2010 Kevin Ollie,70,2009-10 Kevin Ollie,50.0,21.0,17.0,1.2,3.0,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.407,1.6,1.9,0.833,0.3,1.2,1.5,2.3,0.4,0.1,0.7,1.6,4.0,MIN,0,0,0,0,850.0,9.9,0.525,0.006999999999999999,0.64,1.7,8.9,5.2,20.2,1.2,0.4,15.0,12.0,0.9,0.3,1.2,0.067,-2.6,-1.2,-3.8,-0.4,1262275.0,36.0,12.0,57700000,69920000,PG,2008-09 MIN,66445144.0,12513795.0,53931349.0,4634507665.0,1306455.0,0.02264220103986135,0.0186849971395881,18928700,Kevin Ollie,2010,,,,,,,,,,,,,,
2010 Lamar Odom,43,2009-10 Lamar Odom,78.0,32.0,29.7,4.4,9.0,0.4920000000000001,0.4,1.3,0.32,0.4,1.3,0.32,0.516,2.1,3.3,0.623,2.3,5.9,8.2,2.6,1.0,1.3,1.8,3.0,11.3,LAL,1,1,1,0,2316.0,16.6,0.542,0.147,0.366,8.7,22.2,15.5,12.8,1.7,3.3,14.5,18.1,2.7,4.2,6.9,0.14300000000000002,-0.1,3.1,2.9,2.9,14148596.0,29.0,10.0,57700000,69920000,PF,2008-09 LAL,78245793.0,18046177.0,60199616.0,4634507665.0,7500000.0,0.12998266897746968,0.1072654462242563,16224600,Lamar Odom,2010,,,,,,,,,,,,,,
2010 Leon Powe,58,2009-10 Leon Powe,70.0,7.0,17.5,2.5,4.8,0.524,0.0,0.0,,0.0,0.0,,0.524,2.6,3.8,0.6890000000000001,2.1,2.9,4.9,0.7,0.3,0.5,1.1,2.7,7.7,BOS,1,0,0,0,1227.0,17.2,0.591,0.0,0.79,15.1,18.9,17.1,6.0,1.0,2.5,14.3,20.2,2.7,2.2,4.9,0.192,-0.1,0.6,0.5,0.8,797581.0,25.0,3.0,57700000,69920000,C-PF,2008-09 BOS,79188973.0,7141298.0,72047675.0,4634507665.0,855189.0,0.014821299826689775,0.012230963958810069,13520500,Leon Powe,2010,,,,,,,,,,,,,,
2010 Lindsey Hunter,69,2009-10 Lindsey Hunter,28.0,0.0,9.5,1.0,2.9,0.329,0.6,1.7,0.333,0.6,1.7,0.333,0.4270000000000001,0.1,0.2,0.6,0.1,0.4,0.4,1.3,0.7,0.0,0.7,1.0,2.6,CHI,1,0,0,0,266.0,7.9,0.433,0.585,0.061,0.9,4.3,2.6,20.4,3.9,0.3,18.4,17.3,-0.3,0.3,0.0,-0.003,-2.7,-1.5,-4.2,-0.1,1143473.0,38.0,16.0,57700000,69920000,PG,2008-09 CHI,68126774.0,14309140.0,53817634.0,4634507665.0,1306455.0,0.02264220103986135,0.0186849971395881,18928700,Lindsey Hunter,2010,,,,,,,,,,,,,,
2010 Luther Head,63,2009-10 Luther Head,32.0,4.0,15.6,1.7,4.5,0.382,0.6,1.7,0.37,0.6,1.7,0.37,0.451,0.6,0.8,0.792,0.2,1.4,1.6,1.8,0.5,0.1,0.8,1.2,4.7,MIA,1,0,0,0,176.0,10.2,0.462,0.3720000000000001,0.18600000000000005,2.0,15.1,8.5,19.5,3.3,0.5,16.2,14.8,0.0,0.3,0.2,0.059,-2.9,1.1,-1.7,0.0,1962378.0,26.0,4.0,57700000,69920000,PG,2008-09 MIA,70297059.0,4527250.0,65769809.0,4634507665.0,884881.0,0.015335892547660311,0.012655620709382151,13520500,Luther Head,2010,,,,,,,,,,,,,,
2010 Malik Hairston,74,2009-10 Malik Hairston,15.0,0.0,10.3,1.6,3.3,0.49,0.0,0.1,0.0,0.0,0.1,0.0,0.49,0.1,0.5,0.28600000000000003,0.7,1.1,1.9,0.9,0.4,0.5,0.8,1.3,3.3,SAS,1,0,0,0,155.0,12.0,0.48,0.02,0.14300000000000002,8.6,12.9,10.8,13.8,2.1,3.3,18.7,20.0,-0.1,0.3,0.1,0.045,-4.3,2.7,-1.6,0.0,351091.0,21.0,1.0,57700000,69920000,SG,2008-09 SAS,68020487.0,11102274.0,56918213.0,4634507665.0,736420.0,0.012762911611785095,0.010532322654462243,13520500,Malik Hairston,2010,,,,,,,,,,,,,,
2010 Marcin Gortat,1,2009-10 Marcin Gortat,63.0,3.0,12.6,1.7,3.0,0.5670000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.57,0.4,0.7,0.578,1.5,3.0,4.5,0.2,0.3,0.8,0.4,1.8,3.8,ORL,1,1,1,0,794.0,17.0,0.578,0.005,0.241,14.0,26.3,20.3,2.9,1.2,4.8,10.8,13.5,1.4,1.9,3.3,0.202,-2.3,2.9,0.6,0.5,711517.0,24.0,2.0,57700000,69920000,C,2008-09 ORL,69672979.0,711517.0,68961462.0,4634507665.0,5854000.0,0.10145580589254766,0.08372425629290618,13520500,Marcin Gortat,2010,,,,,,,,,,,,,,
2010 Marcus Williams,75,2009-10 Marcus Williams,9.0,0.0,6.0,0.4,1.9,0.235,0.2,0.7,0.333,0.2,0.7,0.333,0.294,0.2,0.7,0.333,0.0,0.4,0.4,1.4,0.1,0.1,0.4,0.7,1.3,GSW,0,0,0,0,54.0,3.7,0.305,0.353,0.353,0.0,8.1,4.0,32.6,0.9,1.3,16.9,18.7,-0.1,0.0,-0.1,-0.127,-6.7,-4.9,-11.7,-0.1,1262520.0,23.0,3.0,57700000,69920000,PG,2008-09 GSW,67416431.0,1974037.0,65442394.0,4634507665.0,855189.0,0.014821299826689775,0.012230963958810069,13520500,Marcus Williams,2010,,,,,,,,,,,,,,
2010 Marquis Daniels,38,2009-10 Marquis Daniels,54.0,43.0,31.5,5.8,12.8,0.451,0.3,1.7,0.2,0.3,1.7,0.2,0.464,1.7,2.4,0.721,1.5,3.1,4.6,2.1,1.1,0.5,1.7,2.2,13.6,IND,0,0,0,0,1700.0,12.8,0.491,0.131,0.187,5.1,11.0,8.0,10.7,1.8,1.1,11.2,21.5,-0.1,1.4,1.3,0.037000000000000005,-1.6,-0.3,-1.9,0.0,6864200.0,28.0,6.0,57700000,69920000,SF,2008-09 IND,69668818.0,17978340.0,51690478.0,4634507665.0,1990000.0,0.034488734835355285,0.028461098398169335,13520500,Marquis Daniels,2010,,,,,,,,,,,,,,
2010 Marvin Williams,4,2009-10 Marvin Williams,61.0,59.0,34.3,4.7,10.2,0.458,0.9,2.5,0.355,0.9,2.5,0.355,0.502,3.6,4.5,0.8059999999999999,1.8,4.5,6.3,1.3,0.9,0.6,1.1,2.1,13.9,ATL,1,0,0,0,2093.0,16.0,0.569,0.249,0.439,6.2,15.2,10.7,6.3,1.5,1.4,8.6,18.2,3.9,2.2,6.1,0.14,0.8,0.1,0.9,1.5,5636143.0,22.0,4.0,57700000,69920000,PF,2008-09 ATL,68168841.0,26917327.0,41251514.0,4634507665.0,7500000.0,0.12998266897746968,0.1072654462242563,13520500,Marvin Williams,2010,,,,,,,,,,,,,,
2010 Matt Barnes,15,2009-10 Matt Barnes,77.0,40.0,27.0,3.7,8.8,0.423,1.5,4.4,0.343,1.5,4.4,0.343,0.51,1.3,1.8,0.743,1.0,4.4,5.5,2.8,0.7,0.3,1.7,2.7,10.2,PHO,0,0,0,0,2082.0,12.6,0.537,0.506,0.202,4.6,18.5,11.8,14.2,1.2,0.9,15.0,18.3,1.6,1.4,3.0,0.069,0.9,-0.4,0.5,1.3,926678.0,28.0,6.0,57700000,69920000,SF,2008-09 PHO,76130408.0,2903078.0,73227330.0,4634507665.0,1600000.0,0.02772963604852686,0.02288329519450801,13520500,Matt Barnes,2010,,,,,,,,,,,,,,
2010 Mike Bibby,45,2009-10 Mike Bibby,79.0,79.0,34.7,5.5,12.7,0.435,2.1,5.4,0.39,2.1,5.4,0.39,0.518,1.7,2.2,0.789,0.5,3.0,3.5,5.0,1.2,0.1,1.6,1.8,14.9,ATL,1,0,0,0,2740.0,16.3,0.544,0.426,0.17,1.6,10.3,6.0,24.2,1.9,0.3,10.6,20.6,4.4,2.5,6.9,0.121,2.6,-0.9,1.7,2.6,14983603.0,30.0,11.0,57700000,69920000,PG,2008-09 ATL,68168841.0,26917327.0,41251514.0,4634507665.0,6217617.0,0.10775766031195841,0.08892472826086957,18928700,Mike Bibby,2010,,,,,,,,,,,,,,
2010 Mikki Moore,53,2009-10 Mikki Moore,70.0,20.0,17.2,1.6,2.9,0.5529999999999999,0.0,0.0,,0.0,0.0,,0.5529999999999999,0.7,0.9,0.787,1.1,2.6,3.7,0.8,0.2,0.3,0.7,3.0,3.9,BOS,1,0,0,0,456.0,9.3,0.621,0.0,0.224,8.7,19.1,14.1,8.3,0.5,0.9,18.4,11.7,0.6,0.7,1.3,0.135,-1.3,1.3,0.1,0.2,5632200.0,33.0,11.0,57700000,69920000,C,2008-09 BOS,79188973.0,7141298.0,72047675.0,4634507665.0,537952.0,0.009323258232235702,0.007693821510297483,18928700,Mikki Moore,2010,,,,,,,,,,,,,,
2010 Nate Robinson,25,2009-10 Nate Robinson,74.0,11.0,29.9,6.1,13.9,0.4370000000000001,1.7,5.2,0.325,1.7,5.2,0.325,0.498,3.4,4.0,0.841,1.3,2.6,3.9,4.1,1.3,0.1,1.9,2.8,17.2,NYK,0,0,0,1,2209.0,18.9,0.5489999999999999,0.375,0.28800000000000003,4.7,9.8,7.2,22.9,2.1,0.2,10.7,25.6,4.4,1.5,5.9,0.128,3.7,-1.1,2.6,2.6,2020179.0,24.0,4.0,57700000,69920000,PG,2008-09 NYK,96643646.0,10558212.0,86085434.0,4634507665.0,4000000.0,0.06932409012131716,0.057208237986270026,13520500,Nate Robinson,2010,,,,,,,,,,,,,,
2010 Paul Millsap,9,2009-10 Paul Millsap,76.0,38.0,30.1,5.3,9.9,0.534,0.0,0.1,0.0,0.0,0.1,0.0,0.534,3.0,4.3,0.6990000000000001,3.3,5.3,8.6,1.8,1.0,1.0,1.7,3.8,13.5,UTA,1,0,0,0,2290.0,18.6,0.5760000000000001,0.005,0.435,13.1,21.0,17.0,9.8,1.8,2.5,12.6,20.0,4.5,3.3,7.7,0.162,1.3,1.9,3.3,3.0,797581.0,23.0,3.0,57700000,69920000,PF,2008-09 UTA,65841407.0,1985581.0,63855826.0,4634507665.0,7692932.0,0.13332637781629117,0.11002477116704805,13520500,Paul Millsap,2010,,,,,,,,,,,,,,
2010 Pops Mensah-Bonsu,65,2009-10 Pops Mensah-Bonsu,22.0,0.0,12.9,1.8,4.7,0.379,0.0,0.1,0.0,0.0,0.1,0.0,0.379,1.5,2.2,0.688,2.5,2.6,5.1,0.3,0.4,0.2,0.9,2.0,5.0,TOR,0,0,0,1,263.0,12.9,0.421,0.021,0.4270000000000001,22.5,23.4,23.0,3.6,1.6,1.2,13.0,23.0,-0.1,0.3,0.2,0.031,-4.0,-2.4,-6.5,-0.3,,25.0,2.0,57700000,69920000,PF,2008-09 TOR,73446970.0,4550000.0,68896970.0,4634507665.0,87406.0,0.0015148353552859619,0.0012500858123569794,13520500,Pops Mensah-Bonsu,2010,,,,,,,,,,,,,,
2010 Quinton Ross,56,2009-10 Quinton Ross,68.0,7.0,17.1,1.5,3.8,0.382,0.5,1.3,0.375,0.5,1.3,0.375,0.446,0.5,0.6,0.81,0.4,1.4,1.9,0.7,0.5,0.2,0.5,1.7,3.9,MEM,0,0,0,0,1164.0,6.9,0.478,0.34,0.162,3.0,10.4,6.6,6.3,1.5,1.0,11.5,12.6,-0.1,0.7,0.6,0.025,-3.1,-0.5,-3.6,-0.5,854957.0,27.0,5.0,57700000,69920000,SF,2008-09 MEM,55958148.0,4236334.0,51721814.0,4634507665.0,1033342.0,0.01790887348353553,0.01477891876430206,13520500,Quinton Ross,2010,,,,,,,,,,,,,,
2010 Ramon Sessions,2,2009-10 Ramon Sessions,79.0,39.0,27.5,4.4,9.8,0.445,0.1,0.4,0.17600000000000002,0.1,0.4,0.17600000000000002,0.449,3.6,4.5,0.794,0.8,2.6,3.4,5.7,1.1,0.1,1.9,2.0,12.4,MIL,0,0,0,0,2173.0,17.6,0.525,0.044,0.457,3.3,11.7,7.3,34.6,2.0,0.3,14.0,22.4,3.5,2.1,5.6,0.123,1.1,-0.3,0.8,1.5,722517.0,22.0,2.0,57700000,69920000,PG,2008-09 MIL,71360656.0,7458084.0,63902572.0,4634507665.0,3670667.0,0.06361641247833622,0.052498097826086956,13520500,Ramon Sessions,2010,,,,,,,,,,,,,,
2010 Rasheed Wallace,36,2009-10 Rasheed Wallace,66.0,63.0,32.2,4.6,10.9,0.419,1.7,4.8,0.354,1.7,4.8,0.354,0.498,1.2,1.5,0.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3.0,12.0,DET,1,0,0,0,2123.0,14.9,0.52,0.443,0.14,3.1,24.6,13.7,7.1,1.6,3.1,7.2,18.5,1.6,3.4,5.1,0.114,-0.3,1.7,1.4,1.8,13930000.0,34.0,14.0,57700000,69920000,C,2008-09 DET,71434174.0,35721044.0,35713130.0,4634507665.0,5854000.0,0.10145580589254766,0.08372425629290618,18928700,Rasheed Wallace,2010,,,,,,,,,,,,,,
2010 Rasho Nesterovic,66,2009-10 Rasho Nesterovic,70.0,19.0,17.3,3.2,6.2,0.513,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.4,0.5,0.7809999999999999,1.3,2.1,3.4,1.6,0.4,0.5,0.9,2.4,6.8,IND,0,0,0,0,1214.0,14.1,0.524,0.002,0.073,8.4,13.5,10.9,14.3,1.2,2.3,12.3,18.5,1.1,1.1,2.2,0.086,-1.1,0.4,-0.8,0.4,8400000.0,32.0,11.0,57700000,69920000,C,2008-09 IND,69668818.0,17978340.0,51690478.0,4634507665.0,1990000.0,0.034488734835355285,0.028461098398169335,18928700,Rasho Nesterovic,2010,,,,,,,,,,,,,,
2010 Raymond Felton,8,2009-10 Raymond Felton,82.0,81.0,37.6,5.4,13.2,0.408,0.7,2.5,0.285,0.7,2.5,0.285,0.435,2.7,3.3,0.805,0.7,3.1,3.8,6.7,1.5,0.4,2.8,2.3,14.2,CHA,0,0,0,0,3086.0,13.7,0.483,0.191,0.251,2.2,10.2,6.2,31.1,2.2,0.8,15.9,21.9,0.6,3.7,4.3,0.066,-0.6,0.5,-0.1,1.4,4148716.0,24.0,4.0,57700000,69920000,PG,2008-09 CHA,62866926.0,6861719.0,56005207.0,4634507665.0,5501196.0,0.09534135181975736,0.07867843249427918,13520500,Raymond Felton,2010,,,,,,,,,,,,,,
2010 Rodney Carney,62,2009-10 Rodney Carney,67.0,6.0,17.9,2.6,6.3,0.416,1.2,3.4,0.35,1.2,3.4,0.35,0.509,0.7,1.0,0.758,0.5,1.3,1.9,0.4,0.7,0.4,0.6,1.4,7.2,MIN,0,0,0,0,1199.0,12.1,0.532,0.534,0.156,3.4,9.1,6.1,3.6,2.0,1.9,8.7,18.6,0.7,0.8,1.5,0.059,-0.2,-1.2,-1.5,0.2,1655760.0,24.0,3.0,57700000,69920000,SF,2008-09 MIN,66445144.0,12513795.0,53931349.0,4634507665.0,855189.0,0.014821299826689775,0.012230963958810069,13520500,Rodney Carney,2010,,,,,,,,,,,,,,
2010 Ronald Murray,68,2009-10 Ronald Murray,80.0,2.0,24.7,4.4,9.9,0.447,1.1,3.0,0.36,1.1,3.0,0.36,0.501,2.2,2.9,0.76,0.3,1.8,2.1,2.0,1.1,0.2,1.6,2.2,12.2,ATL,1,0,0,0,1975.0,14.7,0.5429999999999999,0.304,0.293,1.3,8.7,5.0,14.0,2.4,0.7,12.5,24.3,1.2,2.0,3.1,0.076,-0.2,-1.3,-1.5,0.3,1500000.0,29.0,7.0,57700000,69920000,SG,2008-09 ATL,68168841.0,26917327.0,41251514.0,4634507665.0,1990000.0,0.034488734835355285,0.028461098398169335,16224600,Ronald Murray,2010,,,,,,,,,,,,,,
2010 Ronnie Price,20,2009-10 Ronnie Price,52.0,17.0,14.2,1.5,3.9,0.379,0.4,1.2,0.311,0.4,1.2,0.311,0.426,0.7,0.9,0.7559999999999999,0.2,1.1,1.3,2.1,0.8,0.1,1.2,1.4,4.0,UTA,1,0,0,0,738.0,8.5,0.465,0.3,0.222,1.9,9.2,5.6,21.3,2.7,0.5,21.5,17.2,-0.7,0.8,0.1,0.009000000000000001,-3.3,-0.2,-3.5,-0.3,1188000.0,25.0,4.0,57700000,69920000,PG,2008-09 UTA,65841407.0,1985581.0,63855826.0,4634507665.0,1250000.0,0.021663778162911613,0.017877574370709384,13520500,Ronnie Price,2010,,,,,,,,,,,,,,
2010 Royal Ivey,33,2009-10 Royal Ivey,71.0,0.0,12.1,1.0,2.9,0.332,0.5,1.6,0.342,0.5,1.6,0.342,0.425,0.5,0.6,0.7909999999999999,0.3,0.8,1.1,0.6,0.5,0.1,0.3,1.1,3.0,PHI,1,0,0,0,861.0,7.6,0.465,0.5479999999999999,0.207,2.6,8.0,5.3,7.4,2.2,0.7,9.2,13.2,0.2,0.8,0.9,0.052000000000000005,-1.8,-0.4,-2.2,0.0,854957.0,27.0,5.0,57700000,69920000,SG,2008-09 PHI,68301007.0,12450566.0,55850441.0,4634507665.0,1050000.0,0.018197573656845753,0.015017162471395881,13520500,Royal Ivey,2010,,,,,,,,,,,,,,
2010 Ryan Hollins,22,2009-10 Ryan Hollins,45.0,3.0,9.9,1.1,2.1,0.532,0.0,0.0,,0.0,0.0,,0.532,1.0,1.6,0.597,1.0,1.1,2.2,0.2,0.2,0.7,0.5,1.7,3.2,DAL,1,0,0,0,260.0,11.3,0.537,0.0,0.5589999999999999,12.0,14.9,13.5,1.7,0.8,4.3,16.0,15.5,0.1,0.3,0.4,0.076,-3.7,-0.1,-3.8,-0.1,972581.0,24.0,3.0,57700000,69920000,C,2008-09 DAL,95045559.0,23997119.0,71048440.0,4634507665.0,2183333.0,0.03783939341421144,0.031226158466819223,13520500,Ryan Hollins,2010,,,,,,,,,,,,,,
2010 Sasha Pavlovic,42,2009-10 Sasha Pavlovic,66.0,12.0,16.0,1.8,4.2,0.422,0.7,1.8,0.41,0.7,1.8,0.41,0.509,0.4,0.8,0.463,0.5,1.5,1.9,1.1,0.3,0.2,0.7,1.8,4.6,CLE,1,1,0,0,1053.0,8.6,0.51,0.425,0.196,3.6,10.4,7.2,10.5,1.1,1.2,13.8,15.5,0.2,1.5,1.7,0.077,-2.0,0.2,-1.8,0.0,4500000.0,25.0,6.0,57700000,69920000,SG,2008-09 CLE,91298233.0,29579480.0,61718753.0,4634507665.0,1250000.0,0.021663778162911613,0.017877574370709384,13520500,Sasha Pavlovic,2010,,,,,,,,,,,,,,
2010 Sean Marks,60,2009-10 Sean Marks,60.0,5.0,14.0,1.3,2.8,0.485,0.0,0.2,0.2,0.0,0.2,0.2,0.491,0.5,0.7,0.682,1.0,2.1,3.1,0.2,0.1,0.6,0.6,2.0,3.2,NOH,1,0,0,0,838.0,8.8,0.521,0.061,0.267,9.0,18.0,13.5,2.6,0.5,3.3,16.0,12.6,0.2,1.0,1.2,0.067,-4.5,0.4,-4.1,-0.5,1141838.0,33.0,9.0,57700000,69920000,C,2008-09 NOH,67530808.0,1141838.0,66388970.0,4634507665.0,1187686.0,0.020583812824956672,0.016986355835240274,16224600,Sean Marks,2010,,,,,,,,,,,,,,
2010 Sean May,72,2009-10 Sean May,24.0,12.0,12.5,1.6,4.1,0.398,0.0,0.0,1.0,0.0,0.0,1.0,0.403,0.6,0.8,0.7,0.8,2.0,2.9,0.4,0.2,0.2,1.1,1.3,3.9,CHA,0,0,0,0,301.0,6.2,0.435,0.01,0.204,8.3,20.0,14.2,5.6,0.9,1.1,19.6,20.8,-0.7,0.4,-0.3,-0.045,-7.8,-0.9,-8.8,-0.5,2661027.0,24.0,3.0,57700000,69920000,C,2008-09 CHA,62866926.0,6861719.0,56005207.0,4634507665.0,884881.0,0.015335892547660311,0.012655620709382151,13520500,Sean May,2010,,,,,,,,,,,,,,
